NOx,WIND_DIREC,O3,NMHC,CO,NO,NO2,RH,PM10,CH4,WIND_SPEED,AMB_TEMP,THC,WS_HR,WD_HR,SO2,DATE,Hour,PM2.5
15,61,38,0.12,0.43,2.4,13,73,47,2,1,30,2.1,0.8,13,2.9,2018/6/4,7,20
13,273,43,0.06,0.27,2.3,10,68,48,1.9,3.2,31,1.9,1.5,289,1.7,2018/6/4,8,20
6.4,278,48,0.03,0.2,1,5.4,67,44,1.8,3.3,32,1.8,2.8,287,1.5,2018/6/4,9,24
6.4,284,48,0.03,0.2,1,5.4,65,38,1.8,3.8,32,1.8,3.5,286,3.2,2018/6/4,10,31
6.2,280,62,0.03,0.22,0.9,5.2,67,41,1.8,3.6,32,1.9,3.6,287,4.5,2018/6/4,11,34
7.8,249,84,0.07,0.39,0.5,7.3,63,47,1.9,2.5,34,2,1.7,249,5.2,2018/6/4,12,36
5.8,257,76,0.03,0.27,0.4,5.4,67,56,1.9,2.6,33,1.9,2.2,271,3.7,2018/6/4,13,33
4.7,223,48,0.03,0.22,0.5,4.3,69,51,1.8,3,33,1.8,2.6,235,1.9,2018/6/4,15,39
4.3,256,36,0.03,0.18,0.5,3.8,71,42,1.7,3.1,32,1.8,2.1,251,0.9,2018/6/4,16,35
5.4,27,53,0.04,0.25,0.6,4.8,75,39,1.8,3.1,31,1.8,1.2,304,1.7,2018/6/4,17,38
16,23,28,0.14,0.33,0.6,16,75,42,1.8,2.3,29,1.9,1.8,29,1.4,2018/6/4,18,23
28,36,12,0.33,0.42,0.8,27,79,45,1.8,2.9,29,2.2,2.5,29,3,2018/6/4,19,22
20,69,14,0.23,0.38,1.1,19,80,36,1.8,0.8,29,2,1.4,70,1.8,2018/6/4,20,9
22,26,11,0.18,0.45,1,21,78,35,1.8,1.7,29,2,1.1,27,1.3,2018/6/4,21,13
25,45,9.3,0.24,0.43,1.1,24,77,38,1.8,1.8,29,2.1,2,33,3.2,2018/6/4,22,5
17,136,15,0.16,0.34,0.7,16,76,44,1.8,1,29,2,1.2,82,3.1,2018/6/4,23,10
8.1,289,53,0.03,0.25,0.2,8,74,35,1.8,1.7,29,1.9,1,238,2.9,2018/6/3,0,12
9.1,303,44,0.04,0.27,0.3,8.8,79,46,1.9,1.1,28,1.9,1.2,276,3.2,2018/6/3,1,13
7.7,32,43,0.08,0.28,0.4,7.3,80,56,1.9,1.2,28,2,0.8,345,2.6,2018/6/3,2,14
11,43,31,0.18,0.33,0.6,11,80,59,2,1.1,28,2.2,1.2,38,2.8,2018/6/3,3,19
11,29,29,0.19,0.35,0.5,10,81,54,2,0.7,28,2.2,1,32,2.2,2018/6/3,4,22
13,335,24,0.26,0.41,0.7,12,82,55,2,0.8,28,2.3,0.7,347,2.1,2018/6/3,5,17
13,331,30,0.28,0.39,1.1,12,81,55,2,0.8,28,2.3,0.7,301,2.3,2018/6/3,6,23
11,281,44,0.15,0.37,1.2,10,76,54,1.9,1.6,30,2.1,1,300,2.7,2018/6/3,7,19
12,290,52,0.09,0.33,1.6,10,73,55,1.9,2.2,30,2,1.8,293,2.8,2018/6/3,8,25
10,276,66,0.1,0.36,1.3,8.9,69,63,2,2.8,31,2.1,2.4,284,3.3,2018/6/3,9,23
6.6,295,76,0.07,0.35,0.3,6.2,67,69,2,4,32,2,2.8,283,3,2018/6/3,10,27
6.1,297,82,0.06,0.34,0.4,5.7,65,69,2,3.8,32,2,3.4,292,3.3,2018/6/3,11,29
6.6,295,85,0.04,0.35,0.6,6,67,67,1.9,4.5,32,2,4.4,296,3.8,2018/6/3,12,32
6.5,279,83,0.03,0.3,0.4,6.1,69,62,1.9,5.2,31,1.9,4.2,293,3,2018/6/3,13,30
4.5,309,67,0.02,0.24,0.3,4.2,69,51,1.8,4.2,31,1.8,3.7,300,1.8,2018/6/3,14,30
4.5,294,73,0.02,0.24,0.3,4.2,69,51,1.8,4.2,31,1.8,3.7,302,2.3,2018/6/3,15,18
5.1,287,68,0.02,0.24,0.3,4.8,70,46,1.8,3.6,30,1.8,3.7,298,1.5,2018/6/3,16,17
4.6,297,57,0.01,0.23,0.2,4.4,75,54,1.8,3.2,29,1.8,3.1,294,1.2,2018/6/3,17,11
13,263,40,0.02,0.25,0.3,13,79,54,1.8,2.1,29,1.8,2.1,272,1.4,2018/6/3,18,16
12,264,35,0.02,0.25,0.2,12,79,52,1.8,1.7,29,1.8,1.8,279,1.2,2018/6/3,19,14
9.2,248,37,0.03,0.27,0.3,8.9,80,47,1.8,1.8,29,1.9,1.2,259,1.2,2018/6/3,20,13
9.2,319,33,0.05,0.3,0.3,8.9,81,39,1.8,1.8,29,1.9,1.1,279,1.6,2018/6/3,21,12
7.1,272,38,0.01,0.2,0.4,6.7,84,40,1.8,2.1,28,1.8,1.8,288,2,2018/6/3,22,15
7.5,289,37,0.01,0.2,0.3,7.2,86,42,1.8,1.8,28,1.8,1.7,269,2.5,2018/6/3,23,19
15,7.7,39,0.16,0.37,1.2,13,79,66,2,1.3,28,2.2,1.9,19,2.5,2018/6/2,0,20
16,17,32,0.16,0.41,0.6,15,80,85,2.1,1.8,28,2.2,1.5,6.1,2.8,2018/6/2,1,23
13,351,31,0.15,0.39,0.6,13,81,95,2.1,2.1,27,2.2,1.8,9.2,3.5,2018/6/2,2,36
13,359,28,0.15,0.36,0.7,13,81,98,2.1,1.6,27,2.2,1.6,14,3.4,2018/6/2,3,33
13,31,22,0.16,0.39,0.5,13,82,90,2.1,2,27,2.3,1.4,13,3.9,2018/6/2,4,29
14,342,19,0.18,0.46,0.4,14,82,90,2.1,0.9,27,2.3,1.4,3.6,4.2,2018/6/2,5,24
17,296,18,0.18,0.5,1.7,15,81,85,2.2,1.5,27,2.3,1.2,299,4.6,2018/6/2,6,27
24,0.7,29,0.22,0.68,4.1,20,76,90,2.2,1.2,29,2.4,1,341,6.6,2018/6/2,7,37
28,281,43,0.25,0.68,3.9,24,70,93,2.1,2.5,30,2.4,0.7,332,10,2018/6/2,8,40
27,292,63,0.2,0.59,3.8,23,68,104,2.1,3,31,2.3,2.4,292,7.8,2018/6/2,9,45
13,285,95,0.13,0.52,0.7,12,69,110,2.1,3.6,31,2.2,3.6,289,6.1,2018/6/2,10,50
10,290,101,0.08,0.43,0.3,9.9,70,111,2,4,31,2,4.2,286,5.6,2018/6/2,11,53
8.9,289,100,0.06,0.39,0.4,8.5,69,105,1.9,4.4,31,2,3.5,284,4.9,2018/6/2,12,47
7.1,278,99,0.05,0.35,0.1,7,69,95,1.9,3.1,31,1.9,3.6,281,4,2018/6/2,13,37
6.2,288,94,0.04,0.29,0,6.2,69,85,1.8,3.3,31,1.9,2.7,280,3.1,2018/6/2,14,32
5.7,299,77,0.03,0.24,0.2,5.5,69,71,1.8,3.3,31,1.8,2.6,291,2,2018/6/2,15,32
6.1,293,71,0.03,0.24,0.3,5.8,69,56,1.8,2.7,30,1.8,2.3,296,1.6,2018/6/2,16,27
4.8,299,67,0.02,0.23,0,4.8,70,52,1.8,2.9,30,1.8,2.6,300,1.2,2018/6/2,17,19
6.3,257,66,0.02,0.25,0.3,6,73,52,1.8,1.2,29,1.8,1.6,295,1.1,2018/6/2,18,16
7.8,249,61,0.05,0.28,0.2,7.5,71,52,1.8,1.3,29,1.9,0.9,255,1.2,2018/6/2,19,12
6.9,299,62,0.05,0.28,0.2,6.7,73,51,1.8,0.8,29,1.9,1.3,279,1.4,2018/6/2,20,16
8.4,354,55,0.06,0.34,0,8.4,75,50,1.8,0.9,29,1.9,0.6,324,1.5,2018/6/2,21,16
14,217,43,0.11,0.4,0.4,13,72,48,1.9,1.8,29,2,1.2,224,1.9,2018/6/2,22,18
12,214,51,0.05,0.28,0.4,11,72,40,1.8,2.1,29,1.9,2,204,3.5,2018/6/2,23,18
12,356,7.3,0.14,0.25,0.6,11,79,33,1.8,1.9,29,2,1.6,351,2.8,2018/6/1,0,9
15,31,6.9,0.15,0.23,1.1,14,78,34,1.9,1,29,2.1,1.6,18,2.2,2018/6/1,1,4
15,1.7,7.3,0.12,0.22,1.2,14,79,40,1.9,2.6,29,2.1,1.6,5.4,1.9,2018/6/1,2,10
15,12,6.6,0.1,0.2,1.1,14,81,37,2,2.4,29,2.1,2.1,3.7,1.6,2018/6/1,3,10
14,353,6.8,0.09,0.16,1.1,13,83,32,1.9,1.9,29,2,1.8,19,1.9,2018/6/1,4,13
14,347,8.8,0.07,0.18,1.4,12,84,22,1.9,1.5,28,2,1.6,348,1.8,2018/6/1,5,8
20,13,9.1,0.12,0.25,3.8,16,84,20,1.9,1.7,29,2,1.4,357,3.8,2018/6/1,6,11
21,12,12,0.14,0.35,6.5,15,82,27,1.9,2.3,29,2.1,2,21,3,2018/6/1,7,14
17,14,19,0.1,0.3,5.6,11,76,37,1.9,2,31,1.9,1.8,28,2.3,2018/6/1,8,24
13,301,35,0.08,0.26,3.3,10,63,38,1.8,3.2,33,1.9,1.7,334,2.6,2018/6/1,9,21
12,291,53,0.06,0.32,2.2,9.3,69,45,1.9,3.5,32,1.9,3.6,288,4.4,2018/6/1,10,24
9.3,301,62,0.04,0.36,1.3,8,75,59,1.9,3.9,31,1.9,4.1,294,4.3,2018/6/1,11,29
11,311,69,0.03,0.4,1.5,9.1,72,71,1.9,5.2,32,1.9,4.5,306,4.4,2018/6/1,12,33
7.4,306,79,0.03,0.28,1.2,6.3,75,65,1.8,4.5,31,1.9,4.7,305,2.7,2018/6/1,13,26
7.4,298,75,0.03,0.25,1.1,6.3,70,58,1.8,5.3,32,1.9,4.5,304,3.3,2018/6/1,14,21
12,300,72,0.03,0.26,1.5,10,68,60,1.8,3.6,32,1.9,3.4,301,4,2018/6/1,15,17
9.4,298,71,0.04,0.26,1.1,8.4,73,57,1.8,2.6,31,1.9,3.2,304,2.6,2018/6/1,16,17
12,340,67,0.08,0.31,0.9,11,74,36,1.8,2.9,31,1.9,2,304,1.9,2018/6/1,17,18
22,104,48,0.18,0.54,1.2,21,74,46,1.9,2.1,30,2,2.1,84,2.5,2018/6/1,18,21
17,108,47,0.12,0.45,0.8,16,75,62,1.8,1.8,30,2,1.9,86,2,2018/6/1,19,19
21,31,39,0.16,0.5,1,20,76,61,1.9,1.2,29,2,1.2,62,2.1,2018/6/1,20,21
24,11,34,0.22,0.61,1,23,76,55,1.9,1.1,29,2.1,1,35,2,2018/6/1,21,25
24,43,33,0.26,0.53,0.9,23,77,55,1.9,2.1,29,2.1,1.5,20,2.6,2018/6/1,22,29
16,13,39,0.18,0.38,1,15,77,55,1.9,2.4,28,2.1,2.1,31,1.7,2018/6/1,23,22
16,101,17,0.1,0.31,1.6,14,68,32,1.9,2,29,2,1.6,99,2.6,2017/6/30,0,4
15,78,15,0.12,0.31,1.4,14,72,33,1.9,1.9,28,2.1,1.6,97,2.2,2017/6/30,1,1
16,89,11,0.13,0.3,1.8,15,75,27,2,1.3,28,2.2,1.5,89,3.8,2017/6/30,2,14
18,66,5.8,0.16,0.33,1.7,16,78,31,2.1,1.4,28,2.3,1.3,52,3.2,2017/6/30,3,7
19,26,4.3,0.21,0.31,1.5,18,80,39,2.1,1.1,28,2.3,1,67,3.7,2017/6/30,4,16
19,30,6.1,0.17,0.3,2.4,17,80,41,2,0.6,28,2.1,0.8,64,3.7,2017/6/30,5,15
22,127,10,0.22,0.42,5.3,16,77,45,2,1.7,29,2.2,0.2,114,3.9,2017/6/30,6,28
22,125,19,0.14,0.49,6.9,15,68,38,1.9,2.2,30,2,1.8,126,2.9,2017/6/30,7,15
25,103,25,0.17,0.58,7.3,18,59,39,1.9,1.6,32,2,1.6,99,2.6,2017/6/30,8,13
22,112,34,0.15,0.46,5.1,17,51,37,1.9,2.4,33,2,2.2,132,3.9,2017/6/30,9,8
19,221,48,0.13,0.39,3.5,16,48,38,1.9,2.5,34,2,1.6,162,4.1,2017/6/30,10,13
21,219,20,0.11,0.24,6.6,14,58,41,1.8,2.4,33,1.9,2.9,215,4.5,2017/6/30,11,17
21,205,14,0.09,0.21,8.7,13,58,33,1.8,3.9,33,1.9,3.4,203,3.5,2017/6/30,12,13
21,204,14,0.08,0.17,8.5,13,60,32,1.8,5.3,33,1.9,3.9,202,4,2017/6/30,13,10
22,200,9.8,0.11,0.19,8.9,13,65,37,1.8,4.8,32,1.9,3.8,200,3.5,2017/6/30,14,1
18,198,8.1,0.09,0.19,5.7,12,70,34,1.8,3.8,31,1.9,4.3,201,2.3,2017/6/30,15,3
20,199,6.8,0.11,0.23,5.4,14,74,40,1.8,4.1,30,1.9,3.7,200,2.7,2017/6/30,16,5
24,200,3.9,0.12,0.26,7.3,16,74,28,1.8,3.7,30,1.9,3.7,203,3.8,2017/6/30,17,8
30,181,1.8,0.19,0.42,9.9,20,72,32,1.8,3.9,30,2,3.2,193,4.6,2017/6/30,18,10
28,182,1.3,0.24,0.57,8.1,19,66,24,1.8,3.3,30,2.1,3,186,8.7,2017/6/30,19,5
25,198,1.4,0.23,0.54,6.8,19,64,24,1.8,3,31,2.1,2.7,194,9.1,2017/6/30,20,8
24,200,1.2,0.14,0.33,6.7,17,68,21,1.8,1.9,30,2,2.3,194,4.1,2017/6/30,21,5
27,201,0.4,0.17,0.27,9.2,18,68,22,1.8,2.5,30,2,1.6,205,8.2,2017/6/30,22,10
24,32,0.7,0.18,0.3,7.2,17,69,18,1.9,0.9,30,2.1,0.7,167,6.1,2017/6/30,23,8
18,72,14,0.14,0.26,1.4,16,68,41,1.9,1.7,30,2,1.7,58,2.9,2017/6/29,0,11
14,47,16,0.13,0.22,1,13,68,46,1.9,1.2,30,2,1.7,47,4.6,2017/6/29,1,16
14,26,15,0.11,0.21,0.8,13,71,45,1.9,1.3,29,2,0.7,64,3.4,2017/6/29,2,16
15,50,12,0.25,0.19,1.3,14,73,43,1.9,1.3,29,2.2,1.1,37,3.2,2017/6/29,3,15
22,24,9.6,0.31,0.16,2,20,71,38,1.9,1.2,28,2.2,1,23,5.3,2017/6/29,4,16
32,37,6.4,0.41,0.26,3.9,28,71,32,2,1.8,28,2.4,1.1,30,7.2,2017/6/29,5,17
29,33,10,0.23,0.31,7.8,21,71,31,2,1.4,29,2.2,1.2,34,5.4,2017/6/29,6,22
17,34,25,0.17,0.3,3.5,13,70,39,1.9,2.4,30,2.1,1.6,43,3,2017/6/29,7,17
17,310,28,0.15,0.32,3.7,13,69,44,1.9,2,31,2,0.9,360,3.5,2017/6/29,8,8
19,279,35,0.09,0.28,4.4,15,68,47,1.9,3,32,2,2.1,296,4.7,2017/6/29,9,11
16,286,52,0.06,0.22,3.4,12,69,48,1.9,2.7,32,2,2.9,299,4.8,2017/6/29,10,18
15,309,48,0.05,0.25,3.6,12,65,52,1.9,3.5,32,1.9,3.2,299,8.1,2017/6/29,11,29
16,286,38,0.02,0.24,4.5,11,63,45,1.8,3.5,32,1.8,3.4,288,9.3,2017/6/29,12,21
7,276,43,0.03,0.12,2.2,4.7,64,33,1.8,3.4,32,1.8,3.4,284,3.4,2017/6/29,13,18
7.9,258,55,0.04,0.16,1.8,6.1,65,27,1.8,2.8,32,1.8,2.8,274,4.2,2017/6/29,14,5
6.9,288,56,0.02,0.16,1.5,5.4,66,29,1.8,2.5,32,1.8,2.4,273,3,2017/6/29,15,14
13,53,44,0.05,0.22,1.8,11,74,37,1.8,2.6,29,1.8,2.4,28,2.1,2017/6/29,16,16
39,201,13,0.29,0.68,6.2,33,82,41,1.9,1.8,28,2.2,1.1,187,3.3,2017/6/29,17,22
46,16,6.6,0.33,0.9,6.4,40,79,39,1.9,0.9,28,2.2,0.9,40,5,2017/6/29,18,16
29,47,13,0.24,0.62,2.4,26,74,36,1.9,1.1,28,2.1,1.1,38,3.3,2017/6/29,19,18
22,30,14,0.21,0.51,1.9,20,72,33,1.9,1.8,28,2.1,1.5,24,2.8,2017/6/29,20,10
21,26,13,0.18,0.45,1.9,19,69,32,1.9,0.5,28,2,0.5,21,3.6,2017/6/29,21,6
34,123,4.9,0.27,0.65,5.2,28,68,29,1.9,1.2,29,2.2,0.6,61,5.5,2017/6/29,22,3
23,123,14,0.16,0.43,2,21,67,35,1.9,1.2,29,2,1.1,120,4.7,2017/6/29,23,3
5.9,345,16,0.01,0.09,0.7,5.2,80,20,1.8,1.4,29,1.8,0.7,359,2.5,2017/6/28,0,6
7,338,16,0.01,0.08,0.6,6.4,80,18,1.8,1.1,29,1.8,0.8,345,3.3,2017/6/28,1,7
8.9,48,11,0.08,0.15,0.6,8.3,80,28,1.9,1.5,29,1.9,1,25,2.5,2017/6/28,2,7
12,12,7.3,0.19,0.18,0.6,12,82,27,1.9,1.4,29,2.1,0.8,2.7,2.6,2017/6/28,3,13
12,334,11,0.1,0.16,1,11,82,33,1.9,1.4,29,2,0.7,358,2.6,2017/6/28,4,8
12,335,11,0.11,0.2,1.3,11,82,35,1.9,0.8,29,2,0.7,2.7,3.5,2017/6/28,5,13
16,360,13,0.2,0.31,2.8,13,83,41,1.9,1.6,29,2.1,0.9,11,3.7,2017/6/28,6,14
12,306,21,0.09,0.21,2.7,8.9,79,37,1.9,1.2,29,1.9,1.2,311,3,2017/6/28,7,10
17,315,22,0.07,0.21,4.4,13,75,37,1.9,2.5,30,1.9,1.9,302,4.6,2017/6/28,8,13
12,308,25,0.01,0.1,3.7,8,70,28,1.8,3.9,31,1.8,3.2,306,4.4,2017/6/28,9,8
8.3,297,28,0,0.09,2.2,6.2,68,29,1.8,3.6,32,1.8,3.2,300,2.8,2017/6/28,10,16
6.8,297,33,0,0.09,1.5,5.3,68,25,1.8,4.2,32,1.8,3.3,293,2.8,2017/6/28,11,6
6.2,286,30,0,0.08,1.6,4.6,68,26,1.7,4.3,32,1.7,3.8,290,2.9,2017/6/28,12,8
5.1,286,26,-0.01,0.07,1.6,3.6,68,23,1.7,4.9,32,1.7,4.2,296,1.9,2017/6/28,13,6
6,289,23,0.01,0.07,1.7,4.3,69,19,1.7,4.8,32,1.8,4.3,288,1.7,2017/6/28,14,11
5.4,288,20,0,0.07,1.7,3.8,68,20,1.7,4.2,32,1.7,3.7,289,1.7,2017/6/28,15,2
4.6,298,17,0,0.08,1.2,3.4,70,14,1.7,2.5,31,1.7,3,302,1.2,2017/6/28,16,1
8.4,309,14,0.01,0.11,1.6,6.8,71,24,1.8,2.6,30,1.8,2.2,307,1.8,2017/6/28,18,13
8.8,316,14,0,0.1,1.3,7.5,73,20,1.8,2.3,30,1.8,2.5,308,2.7,2017/6/28,19,10
8.8,344,16,0.01,0.13,1.4,7.4,76,13,1.8,1.7,30,1.8,1.2,329,1.9,2017/6/28,20,1
12,20,12,0.11,0.29,1.2,10,75,20,1.8,0.7,30,1.9,0.5,12,3,2017/6/28,21,4
16,24,9.8,0.16,0.35,1.3,14,74,28,1.8,0.8,30,2,0.6,28,3.3,2017/6/28,22,2
23,44,4.6,0.21,0.45,1.5,22,72,40,1.9,1.6,30,2.1,0.9,38,3.8,2017/6/28,23,15
4.7,288,15,0.07,0.08,0.8,3.9,79,27,1.8,1.9,29,1.8,1.6,282,2.3,2017/6/27,0,3
5.1,300,13,0.03,0.07,1,4.1,80,30,1.8,1.6,29,1.8,1.2,301,2.1,2017/6/27,1,1
9.1,285,10,0.04,0.07,1.1,7.9,81,33,1.8,0.9,29,1.8,0.7,305,2.3,2017/6/27,2,11
9.7,279,8.2,0.05,0.07,1.4,8.3,81,29,1.8,1.2,29,1.8,0.7,313,2.3,2017/6/27,3,5
9.9,339,7.5,0.13,0.08,0.8,9.1,81,28,1.8,1.2,29,1.9,0.8,283,3,2017/6/27,4,9
10,49,8.5,0.07,0.13,1,9.5,80,29,1.8,1.3,29,1.9,0.9,22,2.9,2017/6/27,5,5
12,318,12,0.12,0.18,2.2,9.8,80,31,1.8,1.2,30,2,0.6,3.8,2.9,2017/6/27,6,8
14,309,13,0.05,0.14,4.8,9.3,76,36,1.8,1.8,30,1.8,1.2,314,3.1,2017/6/27,7,13
9.1,287,16,0.18,0.12,2.4,6.8,73,27,1.8,2.4,31,1.9,1.8,292,3.2,2017/6/27,8,18
7.6,282,21,0.06,0.09,2,5.6,70,35,1.8,2.6,31,1.8,2.2,291,2.5,2017/6/27,9,19
6.6,282,22,0.01,0.1,1.9,4.8,69,26,1.8,3.7,32,1.8,3,295,2.3,2017/6/27,10,17
5.6,284,24,0.01,0.09,1.4,4.2,69,26,1.8,3.8,32,1.8,3.3,293,2.5,2017/6/27,11,9
6.1,295,24,0,0.08,1.7,4.4,69,17,1.8,4.3,32,1.8,3.8,294,2.8,2017/6/27,12,9
6.8,292,25,0.01,0.08,1.9,4.9,69,25,1.7,4.7,32,1.8,4.3,297,3.1,2017/6/27,13,8
5.8,300,23,0.01,0.08,1.9,3.9,69,30,1.7,4.7,32,1.8,4.6,296,2.6,2017/6/27,14,4
6.1,305,20,0,0.07,2,4.1,69,34,1.7,4.5,32,1.8,5,301,3,2017/6/27,15,7
7.7,306,16,0,0.09,1.2,6.5,76,22,1.7,3,30,1.7,3.4,307,2.2,2017/6/27,18,14
5.2,332,19,0.01,0.11,0.4,4.8,78,26,1.7,1.5,30,1.8,2,310,1.5,2017/6/27,19,8
7.4,308,16,0.01,0.13,0.3,7.1,78,33,1.8,1.1,30,1.8,1.3,318,2,2017/6/27,20,8
9.8,330,14,0.01,0.11,0.7,9.1,78,31,1.8,1.5,30,1.8,1.3,319,2.4,2017/6/27,21,4
11,312,12,0.01,0.1,0.7,10,79,27,1.8,1.6,29,1.8,1.3,314,2.5,2017/6/27,22,10
9.2,1.7,14,0.01,0.09,1,8.1,80,16,1.8,1.9,29,1.8,1.1,332,2.2,2017/6/27,23,5
5.4,306,16,0.04,0.08,0.3,5.1,75,28,1.8,0.9,30,1.8,0.9,296,3.7,2017/6/25,0,1
4.8,276,16,0.03,0.07,0.4,4.4,77,26,1.8,0.9,29,1.8,0.6,310,2.3,2017/6/25,1,1
4.8,318,15,0.03,0.07,0.2,4.5,80,24,1.8,0.6,29,1.8,0.6,303,2.3,2017/6/25,2,1
5.4,347,14,0.03,0.06,0.3,5.1,80,28,1.8,0.5,29,1.8,0.4,348,2.1,2017/6/25,3,1
16,44,6,0.17,0.15,1.7,14,80,26,1.9,1.7,29,2,1.2,38,2.7,2017/6/25,4,1
24,41,2.5,0.57,0.27,7,17,81,34,2,1.1,29,2.5,1.2,33,7,2017/6/25,5,3
13,47,13,0.12,0.18,2.8,10,78,33,1.8,1.3,30,2,1.1,45,3.5,2017/6/25,6,11
8.4,15,22,0.05,0.14,1.8,6.6,74,28,1.8,2,30,1.9,0.7,313,2.6,2017/6/25,7,6
6.9,299,23,0.04,0.11,1.8,5.1,70,17,1.8,2.4,31,1.8,1.1,304,2.5,2017/6/25,8,4
5.3,279,27,0.05,0.11,1,4.3,69,16,1.8,3,32,1.8,1.9,292,2.5,2017/6/25,9,1
4.2,333,22,0.24,0.07,0.8,3.4,68,25,1.8,3,32,2,2.5,304,2,2017/6/25,10,1
4.3,283,23,0.14,0.07,0.9,3.5,69,23,1.8,3.2,32,1.9,2.5,297,1.9,2017/6/25,11,1
3.5,300,24,0.19,0.07,0.8,2.7,69,28,1.8,3.7,32,2,3.1,294,2.1,2017/6/25,12,2
2.9,271,24,0.12,0.07,0.6,2.3,67,18,1.8,2.7,32,1.9,3.5,291,1.8,2017/6/25,13,5
3.5,288,22,0.46,0.07,0.7,2.8,65,28,1.8,3.5,32,2.2,3,287,2.3,2017/6/25,14,1
4.8,251,22,0.61,0.08,0.9,3.8,68,21,1.8,2.9,32,2.4,2.5,276,2.8,2017/6/25,15,1
4.5,274,23,0.37,0.09,0.9,3.6,68,30,1.8,3.2,32,2.1,2.5,275,2,2017/6/25,16,3
4.5,283,19,0.32,0.08,0.6,3.9,69,23,1.8,2.7,31,2.1,2.7,277,1.7,2017/6/25,17,5
5.7,272,17,0.23,0.12,0.6,5.1,71,30,1.8,2.3,31,2,1.9,267,1.7,2017/6/25,18,4
7.1,256,16,0.28,0.15,0.6,6.4,74,26,1.8,1.8,30,2,1.4,265,2.2,2017/6/25,19,1
5.9,258,18,0.29,0.11,0.5,5.4,74,32,1.8,1.7,30,2.1,1.5,247,2.1,2017/6/25,20,2
6.6,265,17,0.28,0.13,0.5,6.1,74,28,1.8,1.4,30,2.1,1.3,246,2.5,2017/6/25,21,1
7.1,244,16,0.29,0.14,0.7,6.4,76,27,1.8,1.5,30,2.1,1.2,242,2.1,2017/6/25,22,5
5,261,17,0.26,0.1,0.4,4.6,75,22,1.8,1.9,30,2,1.2,251,2.3,2017/6/25,23,6
9,325,12,0.02,0.12,0.8,8.2,78,13,1.8,0.6,29,1.8,0.7,290,4,2017/6/23,0,1
8.8,285,12,0.01,0.1,0.8,8,78,18,1.8,1,29,1.8,0.9,279,2.1,2017/6/23,1,8
7.3,291,10,0.02,0.1,0.9,6.4,76,18,1.8,1,29,1.8,0.9,293,2.2,2017/6/23,2,9
6.3,321,9.3,0.03,0.11,0.7,5.6,75,19,1.8,0.7,29,1.8,0.9,288,2.8,2017/6/23,3,9
13,335,5.8,0.02,0.11,1.3,12,78,16,1.8,0.5,29,1.8,0.7,313,5.7,2017/6/23,4,8
24,13,2.4,0.08,0.22,7.5,16,81,21,1.8,0.5,29,1.9,0.6,24,6.3,2017/6/23,5,11
11,303,14,0.01,0.13,3.1,7.4,73,25,1.8,1.7,30,1.8,1.2,300,4,2017/6/23,7,12
7.2,293,16,0,0.11,2,5.2,63,21,1.8,2.8,31,1.8,1.8,299,3,2017/6/23,8,13
8.8,299,19,0,0.09,2.5,6.3,64,25,1.8,2.9,32,1.8,3,296,,2017/6/23,9,11
8,213,24,0.02,0.12,2,6,63,20,1.8,1.9,33,1.8,2.1,282,2,2017/6/23,10,12
8.4,290,23,0.03,0.13,2.3,6.1,58,21,1.8,3.9,33,1.8,2.1,256,2.1,2017/6/23,11,7
6.1,258,25,0.08,0.12,1.4,4.8,63,21,1.8,3.6,33,1.8,2.7,252,2.1,2017/6/23,12,2
6.5,248,27,0.32,0.19,1.5,5,64,22,1.8,3.2,33,2.1,2.8,240,2.6,2017/6/23,13,8
7.6,272,25,1.49,0.28,1.4,6.1,66,24,1.8,3.6,33,3.3,2.7,253,4,2017/6/23,14,9
9.2,271,28,5.37,0.14,1.7,7.5,68,31,1.8,3.3,32,7.1,3,271,8.5,2017/6/23,15,9
7.6,293,37,10.07,0.12,1.2,6.4,71,68,1.8,2.7,31,12,2.3,266,17,2017/6/23,16,7
8.9,264,23,,0.12,0.5,8.5,75,70,,2.4,31,,2,281,3.7,2017/6/23,17,16
8.4,314,20,0.49,0.11,0.8,7.6,76,58,1.8,2,30,2.3,1.9,299,2.5,2017/6/23,18,12
9.8,328,18,0.2,0.16,0.9,8.9,77,20,1.8,1.9,30,2,1,330,2,2017/6/23,19,9
8.8,341,19,0.16,0.18,1,7.8,76,12,1.8,1.9,30,1.9,1.1,331,1.7,2017/6/23,20,3
17,327,9.7,0.29,0.32,1.1,16,77,22,1.9,0.7,30,2.2,0.6,341,3.7,2017/6/23,22,8
14,263,13,0.3,0.24,0.8,14,77,36,1.9,1,30,2.2,0.6,291,4.9,2017/6/23,23,7
16,332,2.4,0.12,0.19,1.8,14,75,21,1.8,0.6,30,1.9,0.3,263,4.9,2017/6/22,0,10
20,123,1,0.25,0.34,4,16,77,29,2.1,1.8,29,2.4,0.8,92,4.3,2017/6/22,2,13
15,124,4.2,0.12,0.25,1.3,14,74,20,2,2.6,29,2.1,1.7,103,3,2017/6/22,3,13
15,77,4.8,0.12,0.24,1.3,13,72,29,2,0.9,29,2.1,1.3,105,3.2,2017/6/22,4,9
19,87,3.2,0.13,0.29,3.2,16,71,26,1.9,1.2,29,2.1,1.1,83,3.7,2017/6/22,5,1
